1ATN,"MacBook Pro (13-inch, Mid 2010)"
3GRL,"MacBook Pro (13-inch, Mid 2010)"
4GQL,"MacBook Pro (15-inch, Mid 2010)"
5AGU,"MacBook Pro (15-inch, Mid 2010)"
6AGU,"MacBook Pro (15-inch, Mid 2010)"
9AGU,"MacBook Pro (15-inch, Mid 2010)"
9AGY,"MacBook Pro (15-inch, Mid 2010)"
AATP,"MacBook Pro (13-inch, Mid 2010)"
BAGX,"MacBook Pro (15-inch, Mid 2010)"
DAGU,"MacBook Pro (15-inch, Mid 2010)"
DAGX,"MacBook Pro (15-inch, Mid 2010)"
DC79,"MacBook Pro (17-inch, Mid 2010)"
DC7C,"MacBook Pro (17-inch, Mid 2010)"
DDR1,"MacBook Air (13-inch, Late 2010)"
DF8V,"MacBook Pro (15-inch, Early 2011)"
DF8Y,"MacBook Pro (15-inch, Early 2011)"
DF91,"MacBook Pro (15-inch, Early 2011)"
DF92,"MacBook Pro (17-inch, Early 2011)"
DF93,"MacBook Pro (17-inch, Early 2011)"
DH2G,"MacBook Pro (13-inch, Early 2011)"
DH2H,"MacBook Pro (13-inch, Early 2011)"
DH2L,"MacBook Pro (13-inch, Early 2011)"
DH2M,"MacBook Pro (13-inch, Early 2011)"
DJWQ,"MacBook Air (13-inch, Mid 2011)"
DJWR,"MacBook Air (13-inch, Mid 2011)"
DJWT,"MacBook Air (13-inch, Mid 2011)"
DJWV,"MacBook Air (13-inch, Mid 2011)"
DJY9,"MacBook Air (11-inch, Mid 2011)"
DJYC,"MacBook Air (11-inch, Mid 2011)"
DJYD,"MacBook Air (11-inch, Mid 2011)"
DKQ1,"MacBook Pro (Retina, Mid 2012)"
DKQ2,"MacBook Pro (Retina, Mid 2012)"
DKQ4,"MacBook Pro (Retina, Mid 2012)"
DKQ5,"MacBook Pro (Retina, Mid 2012)"
DMGG,"MacBook Pro (15-inch, Early 2011)"
DR53,"MacBook Pro (Retina, 13-inch, Late 2012)"
DR54,"MacBook Pro (Retina, 13-inch, Late 2012)"
DR55,"MacBook Pro (Retina, 13-inch, Late 2012)"
DR56,"MacBook Pro (Retina, 13-inch, Late 2012)"
DRJ7,"MacBook Pro (13-inch, Early 2011)"
DRJ9,"MacBook Pro (13-inch, Early 2011)"
DRJC,"MacBook Pro (15-inch, Early 2011)"
DRJD,"MacBook Pro (15-inch, Early 2011)"
DRJJ,"MacBook Pro (13-inch, Early 2011)"
DRJL,"MacBook Pro (15-inch, Early 2011)"
DRJM,"MacBook Pro (15-inch, Early 2011)"
DRV6,"MacBook Air (11-inch, Mid 2012)"
DRV7,"MacBook Air (11-inch, Mid 2012)"
DRV8,"MacBook Air (11-inch, Mid 2012)"
DRV9,"MacBook Air (11-inch, Mid 2012)"
DRVC,"MacBook Air (13-inch, Mid 2012)"
DRVD,"MacBook Air (13-inch, Mid 2012)"
DRVF,"MacBook Air (13-inch, Mid 2012)"
DRVG,"MacBook Air (13-inch, Mid 2012)"
DT66,"MacBook Pro (13-inch, Early 2011)"
DTK2,"MacBook Air (11-inch, Mid 2011)"
DTY3,"MacBook Pro (13-inch, Mid 2012)"
DTY4,"MacBook Pro (13-inch, Mid 2012)"
DV10,"MacBook Pro (17-inch, Late 2011)"
DV13,"MacBook Pro (13-inch, Late 2011)"
DV14,"MacBook Pro (13-inch, Late 2011)"
DV16,"MacBook Pro (13-inch, Late 2011)"
DV17,"MacBook Pro (13-inch, Late 2011)"
DV30,"MacBook Pro (13-inch, Mid 2012)"
DV31,"MacBook Pro (13-inch, Mid 2012)"
DV33,"MacBook Pro (15-inch, Mid 2012)"
DV35,"MacBook Pro (15-inch, Mid 2012)"
DV7L,"MacBook Pro (15-inch, Late 2011)"
DV7M,"MacBook Pro (15-inch, Late 2011)"
DV7N,"MacBook Pro (15-inch, Late 2011)"
DV7P,"MacBook Pro (15-inch, Late 2011)"
DVHL,"MacBook Pro (15-inch, Late 2011)"
DY77,"MacBook Pro (13-inch, Late 2011)"
EAGV,"MacBook Pro (15-inch, Mid 2010)"
EATM,"MacBook Pro (13-inch, Mid 2010)"
F14V,"MacBook Air (13-inch, Mid 2011)"
F1G3,"MacBook Pro (15-inch, Mid 2012)"
F1G4,"MacBook Pro (15-inch, Mid 2012)"
F2FV,"MacBook Air (13-inch, Mid 2012)"
F51R,"MacBook Pro (Retina, Mid 2012)"
F56D,"MacBook Air (13-inch, Mid 2012)"
F57J,"MacBook Air (13-inch, Mid 2012)"
F5N7,"MacBook Air (11-inch, Mid 2013)"
F5N8,"MacBook Air (11-inch, Mid 2013)"
F5V7,"MacBook Air (13-inch, Mid 2013)"
F5V8,"MacBook Air (13-inch, Mid 2013)"
F5WV,"MacBook Pro (13-inch, Mid 2012)"
F5WW,"MacBook Pro (13-inch, Mid 2012)"
F5YV,"MacBook Air (13-inch, Early 2014)"
F5YW,"MacBook Air (11-inch, Mid 2013)"
F67P,"MacBook Air (13-inch, Mid 2012)"
F68C,"MacBook Pro (13-inch, Mid 2012)"
F69W,"MacBook Pro (Retina, Mid 2012)"
F6T5,"MacBook Air (13-inch, Mid 2013)"
F6T6,"MacBook Air (13-inch, Mid 2013)"
F6TN,"MacBook Air (13-inch, Mid 2012)"
F775,"MacBook Pro (Retina, 13-inch, Late 2012)"
F9VN,"Mac Pro (Late 2013)"
FATM,"MacBook Pro (13-inch, Mid 2010)"
FATN,"MacBook Pro (13-inch, Mid 2010)"
FD56,"MacBook Pro (Retina, 15-inch, Late 2013)"
FD57,"MacBook Pro (Retina, 15-inch, Late 2013)"
FD58,"MacBook Pro (Retina, 15-inch, Late 2013)"
FD59,"MacBook Pro (Retina, 15-inch, Late 2013)"
FFRP,"MacBook Pro (Retina, 13-inch, Early 2013)"
FFRR,"MacBook Pro (Retina, 13-inch, Early 2013)"
FFT0,"MacBook Pro (Retina, 15-inch, Early 2013)"
FFT1,"MacBook Pro (Retina, 15-inch, Early 2013)"
FFT2,"MacBook Pro (Retina, 15-inch, Early 2013)"
FFT3,"MacBook Pro (Retina, 15-inch, Early 2013)"
FFT4,"MacBook Pro (Retina, 15-inch, Early 2013)"
FG1H,"MacBook Pro (Retina, 15-inch, Early 2013)"
FGM8,"MacBook Pro (Retina, 13-inch, Early 2013)"
FGPJ,"MacBook Pro (Retina, 13-inch, Early 2013)"
FGYY,"MacBook Pro (Retina, 13-inch, Late 2013)"
FH00,"MacBook Pro (Retina, 13-inch, Late 2013)"
FH01,"MacBook Pro (Retina, 13-inch, Late 2013)"
FH03,"MacBook Pro (Retina, 13-inch, Late 2013)"
FH04,"MacBook Pro (Retina, 13-inch, Late 2013)"
FH05,"MacBook Pro (Retina, 13-inch, Late 2013)"
FH51,"MacBook Air (11-inch, Mid 2013)"
FH53,"MacBook Air (13-inch, Mid 2013)"
FKYQ,"MacBook Air (13-inch, Mid 2013)"
FM74,"MacBook Air (13-inch, Mid 2013)"
FMRL,"MacBook Air (13-inch, Mid 2013)"
FN3Y,"MacBook Air (13-inch, Mid 2013)"
FN40,"MacBook Air (13-inch, Mid 2013)"
FP2N,"MacBook Air (11-inch, Mid 2013)"
FR1M,"MacBook Pro (Retina, 15-inch, Late 2013)"
FRDM,"MacBook Pro (Retina, 15-inch, Late 2013)"
FT4V,"MacBook Pro (Retina, 13-inch, Late 2013)"
FVH3,"MacBook Pro (Retina, 13-inch, Early 2015)"
FVH4,"MacBook Pro (Retina, 13-inch, Early 2015)"
FVH5,"MacBook Pro (Retina, 13-inch, Early 2015)"
FVH6,"MacBook Pro (Retina, 13-inch, Early 2015)"
FVH7,"MacBook Pro (Retina, 13-inch, Early 2015)"
FVH8,"MacBook Pro (Retina, 13-inch, Early 2015)"
FVH9,"MacBook Pro (Retina, 13-inch, Early 2015)"
G083,"MacBook Air (11-inch, Early 2014)"
G084,"MacBook Air (11-inch, Early 2014)"
G085,"MacBook Air (13-inch, Early 2014)"
G086,"MacBook Air (13-inch, Early 2014)"
G2CD,"MacBook Air (13-inch, Early 2014)"
G2GH,"MacBook Air (11-inch, Early 2014)"
G2PY,"MacBook Air (11-inch, Early 2014)"
G3QC,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G3QD,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G3QG,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G3QH,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G3QJ,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G3QK,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G3QN,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G3QP,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G3QQ,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G3QR,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G3QT,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G4H1,"MacBook Air (13-inch, Early 2014)"
G4HN,"MacBook Air (13-inch, Early 2014)"
G4HP,"MacBook Air (13-inch, Early 2014)"
G584,"MacBook Pro (13-inch, Mid 2012)"
G5RK,"MacBook Air (11-inch, Early 2014)"
G5RL,"MacBook Air (11-inch, Early 2014)"
G5RN,"MacBook Air (13-inch, Early 2014)"
G5RP,"MacBook Air (13-inch, Early 2014)"
G8WL,"MacBook Pro (Retina, 15-inch, Mid 2015)"
G8WM,"MacBook Pro (Retina, 15-inch, Mid 2015)"
G8WN,"MacBook Pro (Retina, 15-inch, Mid 2015)"
G8WP,"MacBook Pro (Retina, 15-inch, Mid 2015)"
G940,"MacBook Air (13-inch, Early 2015)"
G941,"MacBook Air (13-inch, Early 2015)"
G942,"MacBook Air (13-inch, Early 2015)"
G943,"MacBook Air (13-inch, Early 2015)"
G944,"MacBook Air (13-inch, Early 2015)"
G970,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G972,"MacBook Pro (Retina, 13-inch, Mid 2014)"
G973,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G974,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G9FT,"MacBook Pro (Retina, 15-inch, Mid 2014)"
G9JN,"MacBook Pro (Retina, 15-inch, Mid 2014)"
GATM,"MacBook Pro (13-inch, Mid 2010)"
GATN,"MacBook Pro (13-inch, Mid 2010)"
GATP,"MacBook Pro (13-inch, Mid 2010)"
GCN3,"MacBook (Retina, 12-inch, Early 2015)"
GFWK,"MacBook Air (11-inch, Early 2015)"
GFWL,"MacBook Air (11-inch, Early 2015)"
GFWM,"MacBook Air (11-inch, Early 2015)"
GFWN,"MacBook Air (11-inch, Early 2015)"
GKJG,"MacBook Pro (Retina, 13-inch, Early 2015)"
GL21,"MacBook Air (13-inch, Early 2015)"
GL22,"MacBook Air (13-inch, Early 2015)"
GL28,"MacBook Air (11-inch, Early 2015)"
GM14,"MacBook Air (13-inch, Early 2015)"
GM38,"MacBook Air (13-inch, Early 2015)"
GN8C,"MacBook Air (13-inch, Early 2015)"
GP4H,"MacBook Pro (Retina, 15-inch, Mid 2015)"
GP4P,"MacBook Air (11-inch, Early 2014)"
GQR5,"MacBook Pro (Retina, 13-inch, Early 2015)"
GQR6,"MacBook Pro (Retina, 13-inch, Early 2015)"
GTDY,"MacBook Pro (15-inch, 2016)"
GTF1,"MacBook Pro (15-inch, 2016)"
GTFJ,"MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)"
GTFM,"MacBook Pro (15-inch, 2016)"
GTHT,"MacBook (Retina, 12-inch, Early 2016)"
GVC8,"MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)"
GY25,"MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)"
H03M,"MacBook Pro (15-inch, 2016)"
H03Q,"MacBook Pro (15-inch, 2016)"
H03Y,"MacBook Pro (15-inch, 2016)"
H040,"MacBook Pro (15-inch, 2016)"
H1DP,"MacBook Pro (Retina, 13-inch, Early 2015)"
H1DQ,"MacBook Pro (Retina, 13-inch, Early 2015)"
H3QD,"MacBook Air (13-inch, Early 2015)"
H3QF,"MacBook Air (13-inch, Early 2015)"
H3QJ,"MacBook Air (13-inch, Early 2015)"
H3QK,"MacBook Air (13-inch, Early 2015)"
H569,"MacBook Air (13-inch, Early 2015)"
HAGZ,"MacBook Pro (15-inch, Mid 2010)"
HD7X,"MacBook Air (13-inch, Early 2015)"
HD80,"MacBook Air (13-inch, Early 2015)"
HF1P,"MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)"
HF1Q,"MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)"
HF1R,"MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)"
HF1T,"MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)"
HH25,"MacBook (Retina, 12-inch, 2017)"
HH2J,"MacBook (Retina, 12-inch, 2017)"
HP4D,"MacBook Pro (13-inch, 2016, Four Thunderbolt 3 Ports)"
HTD5,"MacBook Pro (15-inch, 2017)"
HTD6,"MacBook Pro (15-inch, 2017)"
HTD7,"MacBook Pro (15-inch, 2017)"
HTD8,"MacBook Pro (15-inch, 2017)"
HTDD,"MacBook Pro (15-inch, 2017)"
HTDF,"MacBook Pro (15-inch, 2017)"
HTDG,"MacBook Pro (15-inch, 2017)"
HTDH,"MacBook Pro (15-inch, 2017)"
HTYF,"MacBook Pro (Retina, 13-inch, Early 2015)"
HV22,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV27,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV29,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV2D,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV2F,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV2G,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV2H,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV2J,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
HV2L,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)"
HV2M,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)"
HV2N,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)"
HV2Q,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)"
HV2R,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)"
HV2T,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)"
HV2V,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)"
HV36,"MacBook Pro (Retina, 15-inch, Mid 2015)"
HYP5,"MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)"
J1WK,"MacBook Air (13-inch, 2017)"
J1WL,"MacBook Air (13-inch, 2017)"
J1WM,"MacBook Air (13-inch, 2017)"
J1WT,"MacBook Air (13-inch, 2017)"
J1WV,"MacBook Air (13-inch, 2017)"
J3RY,"Mac Pro (Late 2013)"
J69C,"MacBook Pro (Retina, 13-inch, Early 2015)"
J9JQ,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
J9K3,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
J9TP,"MacBook Air (13-inch, 2017)"
JC9H,"MacBook Air (13-inch, 2017)"
JG5H,"MacBook Pro (15-inch, 2018)"
JG5J,"MacBook Pro (15-inch, 2018)"
JG5L,"MacBook Pro (15-inch, 2018)"
JG5M,"MacBook Pro (15-inch, 2018)"
JGH5,"MacBook Pro (15-inch, 2018)"
JGH6,"MacBook Pro (15-inch, 2018)"
JGH7,"MacBook Pro (15-inch, 2018)"
JHC9,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
JHCD,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
JHCF,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
JHD3,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
JHD4,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
JK7G,"MacBook Air (Retina, 13-inch, 2018)"
JK7Q,"MacBook Air (Retina, 13-inch, 2018)"
JV29,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)"
KAGY,"MacBook Pro (15-inch, Mid 2010)"
KGRL,"MacBook Pro (13-inch, Mid 2010)"
L410,"MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports)"
L416,"MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports)"
LATN,"MacBook Pro (13-inch, Mid 2010)"
LQ07,"MacBook Air (13-inch, 2017)"
LVCF,"MacBook Pro (15-inch, 2019)"
LVCG,"MacBook Pro (15-inch, 2019)"
LVCJ,"MacBook Pro (15-inch, 2019)"
LVDC,"MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)"
LVDL,"MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)"
LVDM,"MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)"
LVDQ,"MacBook Pro (15-inch, 2019)"
LVDR,"MacBook Pro (15-inch, 2019)"
LVDT,"MacBook Pro (15-inch, 2019)"
LYWG,"MacBook Air (Retina, 13-inch, 2019)"
LYWK,"MacBook Air (Retina, 13-inch, 2019)"
LYWN,"MacBook Air (Retina, 13-inch, 2019)"
MD6M,"MacBook Pro (16-inch, 2019)"
MD6N,"MacBook Pro (16-inch, 2019)"
MD6P,"MacBook Pro (16-inch, 2019)"
MD6R,"MacBook Pro (16-inch, 2019)"
MD6V,"MacBook Pro (16-inch, 2019)"
ML7H,"MacBook Pro (13-inch, 2020, Four Thunderbolt 3 ports)"
ML85,"MacBook Pro (13-inch, 2020, Four Thunderbolt 3 ports)"
MNHY,"MacBook Air (Retina, 13-inch, 2020)"
NATM,"MacBook Pro (13-inch, Mid 2010)"
P3YX,"MacBook Pro (13-inch, 2020, Two Thunderbolt 3 ports)"
PATN,"MacBook Pro (13-inch, Mid 2010)"
Q0WM,"MacBook Air (Retina, 13-inch, 2020)"
QAGV,"MacBook Pro (15-inch, Mid 2010)"
QAGW,"MacBook Pro (15-inch, Mid 2010)"
RATM,"MacBook Pro (13-inch, Mid 2010)"
RATN,"MacBook Pro (13-inch, Mid 2010)"
SATM,"MacBook Pro (13-inch, Mid 2010)"
TAGU,"MacBook Pro (15-inch, Mid 2010)"
TAGW,"MacBook Pro (15-inch, Mid 2010)"
UHE6,"MacBook Pro (15-inch, Mid 2010)"
WAGW,"MacBook Pro (15-inch, Mid 2010)"
XATP,"MacBook Pro (13-inch, Mid 2010)"
ZAGU,"MacBook Pro (15-inch, Mid 2010)"
Q6L4,"MacBook Air (M1, 2020)"
MD6W,"MacBook Pro (16-inch, 2019)"
Q6L5,"MacBook Air (M1, 2020)"
Q05D,"MacBook Pro (13-inch, M1, 2020)"
JHD2,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
JK78,"MacBook Air (Retina, 13-inch, 2018)"
Q6L3,"MacBook Air (M1, 2020)"
KQ9Q,"MacBook Pro (15-inch, 2018)"
LVCK,"MacBook Pro (15-inch, 2019)"
JK77,"MacBook Air (Retina, 13-inch, 2018)"
FWW3,"MacBook (Retina, 12-inch, Early 2015)"
M6KJ,"MacBook Air (Retina, 13-inch, 2020)"
DTJT,"MacBook Air (13-inch, Mid 2011)"
DW47,"MacBook Pro (15-inch, Late 2011)"
LVDD,"MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)"
Q05P,"MacBook Pro (13-inch, M1, 2020)"
JHC8,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
MNHP,"MacBook Air (Retina, 13-inch, 2020)"
P3XY,"MacBook Pro (13-inch, 2020, Two Thunderbolt 3 ports)"
LYWJ,"MacBook Air (Retina, 13-inch, 2019)"
MD6Q,"MacBook Pro (16-inch, 2019)"
LVCH,"MacBook Pro (15-inch, 2019)"
GKJT,"MacBook Air (13-inch, Early 2015)"
L40Y,"MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports)"
JK7D,"MacBook Air (Retina, 13-inch, 2018)"
JK7L,"MacBook Air (Retina, 13-inch, 2018)"
LYWH,"MacBook Air (Retina, 13-inch, 2019)"
L413,"MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports)"
M6KG,"MacBook Air (Retina, 13-inch, 2020)"
GM6M,"MacBook Air (13-inch, Early 2015)"
ML7L,"MacBook Pro (13-inch, 2020, Four Thunderbolt 3 ports)"
JK7F,"MacBook Air (Retina, 13-inch, 2018)"
JK7T,"MacBook Air (Retina, 13-inch, 2018)"
LYWM,"MacBook Air (Retina, 13-inch, 2019)"
Q6M1,"MacBook Air (M1, 2020)"
Q05F,"MacBook Pro (13-inch, M1, 2020)"
MNHX,"MacBook Air (Retina, 13-inch, 2020)"
JK7M,"MacBook Air (Retina, 13-inch, 2018)"
Q6LX,"MacBook Air (M1, 2020)"
Q05N,"MacBook Pro (13-inch, M1, 2020)"
MLVD,"MacBook Air (Retina, 13-inch, 2020)"
MLVD,"MacBook Air (Retina, 13-inch, 2020)"
GVC1,"MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)"
FLCG,MacBook Air
Q6LT,"MacBook Air (M1, 2020)"
DDR4,"MacBook Air (13-inch, Late 2010)"
Q05R,"MacBook Pro (13-inch, M1, 2020)"
Q05H,"MacBook Pro (13-inch, M1, 2020)"
Q05G,"MacBook Pro (13-inch, M1, 2020)"
MNHR,"MacBook Air (Retina, 13-inch, 2020)"
MNJ0,"MacBook Air (Retina, 13-inch, 2020)"
Q6L7,"MacBook Air (M1, 2020)"
L414,"MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports)"
P3Y1,"MacBook Pro (13-inch, 2020, Two Thunderbolt 3 ports)"
JHD5,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 Ports)"
LVDG,"MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)"
LVDN,"MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)"
DDQW,"MacBook Air (11-inch, Late 2010)"
DDR2,"MacBook Air (13-inch, Late 2010)"
DRHF,"MacBook Air (11-inch, Mid 2011)"
DDR3,"MacBook Air (13-inch, Late 2010)"
G58K,"MacBook Air (13-inch, Early 2014)"
GCN4,"MacBook (Retina, 12-inch, Early 2015)"
GFWP,"MacBook Air (11-inch, Early 2015)"
F56C,"MacBook Air (11-inch, Mid 2012)"
HH2K,"MacBook (Retina, 12-inch, 2017)"
J9HX,"MacBook Air (13-inch, 2017)"
J8XH,"MacBook Air (13-inch, 2017)"
F56F,"MacBook Air (13-inch, Mid 2012)"
Q6LD,"MacBook Air (M1, 2020)"
JK7C,"MacBook Air (Retina, 13-inch, 2018)"
MNHQ,"MacBook Air (Retina, 13-inch, 2020)"
HH22,"MacBook (Retina, 12-inch, 2017)"
DTJW,"MacBook Air (11-inch, Mid 2011)"
HTD9,"MacBook Pro (15-inch, 2017)"
ML7J,"MacBook Pro (13-inch, 2020, Four Thunderbolt 3 ports)"
G2CC,"MacBook Air (13-inch, Early 2014)"
HGJ1,iPad mini 4
F67K,"MacBook Air (11-inch, Mid 2012)"
